Date,Price,Change,PercentChange,dummy,
1997/10/30,41,1,2.5,1,
1997/10/23,40,-3,-6.976744186,0,
1997/10/16,43,0,0,0,
1997/10/9,43,5,13.15789474,1,
1997/10/2,38,-1,-2.564102564,0,
1997/9/25,39,-1,-2.5,0,
1997/9/18,40,-2,-4.761904762,0,
1997/9/11,42,5,13.51351351,1,
1997/9/4,37,-13,-26,0,
1997/8/28,50,3,6.382978723,1,
1997/8/21,47,-2,-4.081632653,0,
1997/8/14,49,0,0,0,
1997/8/7,49,1,2.083333333,1,
1997/7/31,48,-5,-9.433962264,0,
1997/7/24,53,-1,-1.851851852,0,
1997/7/17,54,5,10.20408163,1,
1997/7/10,49,4,8.888888889,1,
1997/7/3,45,-7,-13.46153846,0,
1997/6/26,52,-7,-11.86440678,0,
1997/6/19,59,10,20.40816327,1,
1997/6/12,49,-3,-5.769230769,0,
1997/6/5,52,12,30,1,
1997/5/29,40,0,0,0,
1997/5/22,40,-1,-2.43902439,0,
1997/5/15,41,11,36.66666667,1,
1997/5/8,30,3,11.11111111,1,
1997/5/1,27,-1,-3.571428571,0,
1997/4/24,28,-3,-9.677419355,0,
1997/4/17,31,5,19.23076923,1,
1997/4/10,26,-3,-10.34482759,0,
1997/4/3,29,2,7.407407407,1,
1997/3/27,27,-9,-25,0,
1997/3/20,36,2,5.882352941,1,
1997/3/13,34,-9,-20.93023256,0,
1997/3/6,43,-20,-31.74603175,0,
1997/2/27,63,19,43.18181818,1,
1997/2/20,44,-1,-2.222222222,0,
1997/2/13,45,-2,-4.255319149,0,
1997/2/6,47,-4,-7.843137255,0,
1997/1/30,51,14,37.83783784,1,
1997/1/23,37,-5,-11.9047619,0,
1997/1/16,42,6,16.66666667,1,
1997/1/9,36,-7,-16.27906977,0,
1997/1/2,43,6,16.21621622,1,
1996/12/26,37,4,12.12121212,1,
1996/12/19,33,-7,-17.5,0,
1996/12/12,40,-1,-2.43902439,0,
1996/12/5,41,-11,-21.15384615,0,
1996/11/28,52,9,20.93023256,1,
1996/11/21,43,6,16.21621622,1,
1996/11/14,37,11,42.30769231,1,
1996/11/7,26,-11,-29.72972973,0,
1996/10/31,37,-5,-11.9047619,0,
1996/10/24,42,3,7.692307692,1,
1996/10/17,39,1,2.631578947,1,
1996/10/10,38,-2,-5,0,
1996/10/3,40,6,17.64705882,1,
1996/9/26,34,6,21.42857143,1,
1996/9/19,28,2,7.692307692,1,
1996/9/12,26,-3,-10.34482759,0,
1996/9/5,29,1,3.571428571,1,
1996/8/29,28,0,0,0,
1996/8/22,28,-15,-34.88372093,0,
1996/8/15,43,16,59.25925926,1,
1996/8/8,27,-2,-6.896551724,0,
1996/8/1,29,-1,-3.333333333,0,
1996/7/25,30,1,3.448275862,1,
1996/7/18,29,-11,-27.5,0,
1996/7/11,40,8,25,1,
1996/7/4,32,-10,-23.80952381,0,
1996/6/27,42,0,0,0,
1996/6/20,42,-7,-14.28571429,0,
1996/6/13,49,2,4.255319149,1,
1996/6/6,47,-14,-22.95081967,0,
1996/5/30,61,10,19.60784314,1,
1996/5/23,51,14,37.83783784,1,
1996/5/16,37,-9,-19.56521739,0,
1996/5/9,46,-2,-4.166666667,0,
1996/5/2,48,20,71.42857143,1,
1996/4/25,28,-8,-22.22222222,0,
1996/4/18,36,-4,-10,0,
1996/4/11,40,0,0,0,
1996/4/4,40,-5,-11.11111111,0,
1996/3/28,45,-2,-4.255319149,0,
1996/3/21,47,11,30.55555556,1,
1996/3/14,36,-8,-18.18181818,0,
1996/3/7,44,-1,-2.222222222,0,
1996/2/29,45,-4,-8.163265306,0,
1996/2/22,49,-5,-9.259259259,0,
1996/2/15,54,1,1.886792453,1,
1996/2/8,53,-1,-1.851851852,0,
1996/2/1,54,18,50,1,
1996/1/25,36,-6,-14.28571429,0,
1996/1/18,42,-13,-23.63636364,0,
1996/1/4,55,9,19.56521739,1,
1995/12/28,46,-2,-4.166666667,0,
1995/12/21,48,-3,-5.882352941,0,
1995/12/14,51,3,6.25,1,
1995/12/7,48,-3,-5.882352941,0,
1995/11/30,51,3,6.25,1,
1995/11/23,48,2,4.347826087,1,
1995/11/16,46,-3,-6.12244898,0,
1995/11/9,49,2,4.255319149,1,
1995/11/2,47,1,2.173913043,1,
1995/10/26,46,-1,-2.127659574,0,
1995/10/19,47,6,14.63414634,1,
1995/10/12,41,2,5.128205128,1,
1995/10/5,39,-3,-7.142857143,0,
1995/9/28,42,-4,-8.695652174,0,
1995/9/21,46,0,0,0,
1995/9/14,46,9,24.32432432,1,
1995/9/7,37,-1,-2.631578947,0,
1995/8/31,38,3,8.571428571,1,
1995/8/24,35,-1,-2.777777778,0,
1995/8/17,36,-4,-10,0,
1995/8/10,40,2,5.263157895,1,
1995/8/3,38,-3,-7.317073171,0,
1995/7/27,41,-2,-4.651162791,0,
1995/7/20,43,-1,-2.272727273,0,
1995/7/13,44,9,25.71428571,1,
1995/7/6,35,0,0,0,
1995/6/29,35,-13,-27.08333333,0,
1995/6/22,48,12,33.33333333,1,
1995/6/15,36,-8,-18.18181818,0,
1995/6/8,44,5,12.82051282,1,
1995/6/1,39,-5,-11.36363636,0,
1995/5/25,44,2,4.761904762,1,
1995/5/18,42,-2,-4.545454545,0,
1995/5/11,44,2,4.761904762,1,
1995/5/4,42,-10,-19.23076923,0,
1995/4/27,52,15,40.54054054,1,
1995/4/20,37,-3,-7.5,0,
1995/4/13,40,-2,-4.761904762,0,
1995/4/6,42,-10,-19.23076923,0,
1995/3/30,52,5,10.63829787,1,
1995/3/23,47,8,20.51282051,1,
1995/3/16,39,-9,-18.75,0,
1995/3/9,48,-5,-9.433962264,0,
1995/3/2,53,7,15.2173913,1,
1995/2/23,46,3,6.976744186,1,
1995/2/16,43,9,26.47058824,1,
1995/2/9,34,-4,-10.52631579,0,
1995/2/2,38,0,0,0,
1995/1/26,38,1,2.702702703,1,
1995/1/19,37,1,2.777777778,1,
1995/1/12,36,-8,-18.18181818,0,
1995/1/5,44,4,10,1,
1994/12/29,40,-2,-4.761904762,0,
1994/12/22,42,9,27.27272727,1,
1994/12/15,33,3,10,1,
1994/12/8,30,-14,-31.81818182,0,
1994/12/1,44,5,12.82051282,1,
1994/11/24,39,0,0,0,
1994/11/17,39,2,5.405405405,1,
1994/11/10,37,-3,-7.5,0,
1994/11/3,40,-3,-6.976744186,0,
1994/10/27,43,4,10.25641026,1,
1994/10/20,39,4,11.42857143,1,
1994/10/13,35,2,6.060606061,1,
1994/10/6,33,-5,-13.15789474,0,
1994/9/29,38,1,2.702702703,1,
1994/9/22,37,-8,-17.77777778,0,
1994/9/15,45,-2,-4.255319149,0,
1994/9/8,47,4,9.302325581,1,
1994/9/1,43,11,34.375,1,
1994/8/25,32,2,6.666666667,1,
1994/8/18,30,-4,-11.76470588,0,
1994/8/11,34,12,54.54545455,1,
1994/8/4,22,-5,-18.51851852,0,
1994/7/28,27,-7,-20.58823529,0,
1994/7/21,34,9,36,1,
1994/7/14,25,-3,-10.71428571,0,
1994/7/7,28,-4,-12.5,0,
1994/6/30,32,3,10.34482759,1,
1994/6/23,29,-3,-9.375,0,
1994/6/16,32,4,14.28571429,1,
1994/6/9,28,-11,-28.20512821,0,
1994/6/2,39,10,34.48275862,1,
1994/5/26,29,7,31.81818182,1,
1994/5/19,22,-16,-42.10526316,0,
1994/5/12,38,6,18.75,1,
1994/5/5,32,5,18.51851852,1,
1994/4/28,27,1,3.846153846,1,
1994/4/21,26,-3,-10.34482759,0,
1994/4/14,29,1,3.571428571,1,
1994/4/7,28,5,21.73913043,1,
1994/3/31,23,-6,-20.68965517,0,
1994/3/24,29,5,20.83333333,1,
1994/3/17,24,-5,-17.24137931,0,
1994/3/10,29,-2,-6.451612903,0,
1994/3/3,31,-10,-24.3902439,0,
1994/2/24,41,1,2.5,1,
1994/2/17,40,-9,-18.36734694,0,
1994/2/10,49,11,28.94736842,1,
1994/2/3,38,-3,-7.317073171,0,
1994/1/27,41,-7,-14.58333333,0,
1994/1/20,48,10,26.31578947,1,
1994/1/13,38,-2,-5,0,
1994/1/6,40,-4,-9.090909091,0,
1993/12/30,44,8,22.22222222,1,
1993/12/23,36,3,9.090909091,1,
1993/12/16,33,-4,-10.81081081,0,
1993/12/9,37,4,12.12121212,1,
1993/12/2,33,-12,-26.66666667,0,
1993/11/25,45,11,32.35294118,1,
1993/11/18,34,-1,-2.857142857,0,
1993/11/11,35,3,9.375,1,
1993/11/4,32,-11,-25.58139535,0,
1993/10/28,43,1,2.380952381,1,
1993/10/21,42,11,35.48387097,1,
1993/10/14,31,2,6.896551724,1,
1993/10/7,29,3,11.53846154,1,
1993/9/30,26,-2,-7.142857143,0,
1993/9/23,28,-4,-12.5,0,
1993/9/16,32,2,6.666666667,1,
1993/9/9,30,-8,-21.05263158,0,
1993/9/2,38,11,40.74074074,1,
1993/8/26,27,-2,-6.896551724,0,
1993/8/19,29,4,16,1,
1993/8/12,25,-1,-3.846153846,0,
1993/8/5,26,1,4,1,
1993/7/29,25,1,4.166666667,1,
1993/7/22,24,2,9.090909091,1,
1993/7/15,22,1,4.761904762,1,
1993/7/8,21,3,16.66666667,1,
1993/7/1,18,-10,-35.71428571,0,
1993/6/24,28,6,27.27272727,1,
1993/6/17,22,-1,-4.347826087,0,
1993/6/10,23,-10,-30.3030303,0,
1993/6/3,33,9,37.5,1,
1993/5/27,24,3,14.28571429,1,
1993/5/20,21,1,5,1,
1993/5/13,20,-1,-4.761904762,0,
1993/5/6,21,-1,-4.545454545,0,
1993/4/29,22,-6,-21.42857143,0,
1993/4/22,28,-3,-9.677419355,0,
1993/4/15,31,-1,-3.125,0,
1993/4/8,32,-5,-13.51351351,0,
1993/4/1,37,-6,-13.95348837,0,
1993/3/25,43,2,4.87804878,1,
1993/3/18,41,-4,-8.888888889,0,
1993/3/11,45,18,66.66666667,1,
1993/3/4,27,-7,-20.58823529,0,
1993/2/25,34,-12,-26.08695652,0,
1993/2/18,46,-1,-2.127659574,0,
1993/2/11,47,3,6.818181818,1,
1993/2/4,44,4,10,1,
1993/1/28,40,-1,-2.43902439,0,
1993/1/21,41,-13,-24.07407407,0,
1993/1/14,54,34,170,1,
1993/1/7,20,-40,-66.66666667,0,
1992/12/31,60,5,9.090909091,1,
1992/12/24,55,-8,-12.6984127,0,
1992/12/17,63,20,46.51162791,1,
1992/12/10,43,6,16.21621622,1,
1992/12/3,37,-6,-13.95348837,0,
1992/11/26,43,-5,-10.41666667,0,
1992/11/19,48,11,29.72972973,1,
1992/11/12,37,-12,-24.48979592,0,
1992/11/5,49,14,40,1,
1992/10/29,35,14,66.66666667,1,
1992/10/22,21,1,5,1,
1992/10/15,20,-1,-4.761904762,0,
1992/10/8,21,-9,-30,0,
1992/10/1,30,5,20,1,
1992/9/24,25,4,19.04761905,1,
1992/9/17,21,-1,-4.545454545,0,
1992/9/10,22,8,57.14285714,1,
1992/9/3,14,-16,-53.33333333,0,
1992/8/27,30,8,36.36363636,1,
1992/8/20,22,-4,-15.38461538,0,
1992/8/13,26,-2,-7.142857143,0,
1992/8/6,28,6,27.27272727,1,
1992/7/30,22,-10,-31.25,0,
1992/7/23,32,3,10.34482759,1,
1992/7/16,29,6,26.08695652,1,
1992/7/9,23,2,9.523809524,1,
1992/7/2,21,-18,-46.15384615,0,
1992/6/25,39,4,11.42857143,1,
1992/6/18,35,4,12.90322581,1,
1992/6/11,31,-10,-24.3902439,0,
1992/6/4,41,0,0,0,
1992/5/28,41,-7,-14.58333333,0,
1992/5/21,48,8,20,1,
1992/5/14,40,-3,-6.976744186,0,
1992/5/7,43,14,48.27586207,1,
1992/4/30,29,-23,-44.23076923,0,
1992/4/23,52,15,40.54054054,1,
1992/4/16,37,-6,-13.95348837,0,
1992/4/9,43,8,22.85714286,1,
1992/4/2,35,-8,-18.60465116,0,
1992/3/26,43,-5,-10.41666667,0,
1992/3/19,48,10,26.31578947,1,
1992/3/12,38,-7,-15.55555556,0,
1992/3/5,45,2,4.651162791,1,
1992/2/27,43,-4,-8.510638298,0,
1992/2/20,47,1,2.173913043,1,
1992/2/13,46,10,27.77777778,1,
1992/2/6,36,-11,-23.40425532,0,
1992/1/30,47,1,2.173913043,1,
1992/1/23,46,-5,-9.803921569,0,
1992/1/16,51,3,6.25,1,
1992/1/9,48,-1,-2.040816327,0,
1992/1/2,49,10,25.64102564,1,
1991/12/26,39,3,8.333333333,1,
1991/12/19,36,3,9.090909091,1,
1991/12/12,33,10,43.47826087,1,
1991/12/5,23,-10,-30.3030303,0,
1991/11/28,33,-15,-31.25,0,
1991/11/21,48,10,26.31578947,1,
1991/11/14,38,6,18.75,1,
1991/11/7,32,-20,-38.46153846,0,
1991/10/31,52,21,67.74193548,1,
1991/10/24,31,1,3.333333333,1,
1991/10/17,30,-9,-23.07692308,0,
1991/10/10,39,4,11.42857143,1,
1991/10/3,35,4,12.90322581,1,
1991/9/26,31,-1,-3.125,0,
1991/9/19,32,-11,-25.58139535,0,
1991/9/12,43,7,19.44444444,1,
1991/9/5,36,-5,-12.19512195,0,
1991/8/29,41,9,28.125,1,
1991/8/22,32,-5,-13.51351351,0,
1991/8/15,37,11,42.30769231,1,
1991/8/8,26,-7,-21.21212121,0,
1991/8/1,33,-2,-5.714285714,0,
1991/7/25,35,8,29.62962963,1,
1991/7/18,27,-14,-34.14634146,0,
1991/7/11,41,13,46.42857143,1,
1991/7/4,28,0,0,0,
1991/6/27,28,-16,-36.36363636,0,
1991/6/20,44,-3,-6.382978723,0,
1991/6/13,47,1,2.173913043,1,
1991/6/6,46,4,9.523809524,1,
1991/5/30,42,4,10.52631579,1,
1991/5/23,38,-4,-9.523809524,0,
1991/5/16,42,4,10.52631579,1,
1991/5/9,38,-1,-2.564102564,0,
1991/5/2,39,-16,-29.09090909,0,
1991/4/25,55,16,41.02564103,1,
1991/4/18,39,-4,-9.302325581,0,
1991/4/11,43,-15,-25.86206897,0,
1991/4/4,58,11,23.40425532,1,
1991/3/28,47,5,11.9047619,1,
1991/3/21,42,-13,-23.63636364,0,
1991/3/14,55,5,10,1,
1991/3/7,50,0,0,0,
1991/2/28,50,-7,-12.28070175,0,
1991/2/21,57,11,23.91304348,1,
1991/2/14,46,10,27.77777778,1,
1991/2/7,36,7,24.13793103,1,
1991/1/31,29,4,16,1,
1991/1/24,25,3,13.63636364,1,
1991/1/17,22,0,0,0,
1991/1/10,22,-9,-29.03225806,0,
1991/1/3,31,1,3.333333333,1,
1990/12/27,30,14,87.5,1,
1990/12/20,16,-15,-48.38709677,0,
1990/12/13,31,5,19.23076923,1,
1990/12/6,26,4,18.18181818,1,
1990/11/29,22,6,37.5,1,
1990/11/22,16,4,33.33333333,1,
1990/11/15,12,-8,-40,0,
1990/11/8,20,0,0,0,
1990/11/1,20,-3,-13.04347826,0,
1990/10/25,23,10,76.92307692,1,
1990/10/18,13,-8,-38.0952381,0,
1990/10/11,21,6,40,1,
1990/10/4,15,-11,-42.30769231,0,
1990/9/27,26,13,100,1,
1990/9/20,13,-3,-18.75,0,
1990/9/13,16,-17,-51.51515152,0,
1990/9/6,33,10,43.47826087,1,
1990/8/30,23,-2,-8,0,
1990/8/23,25,7,38.88888889,1,
1990/8/16,18,-7,-28,0,
1990/8/9,25,-1,-3.846153846,0,
1990/8/2,26,-26,-50,0,
1990/7/26,52,12,30,1,
1990/7/19,40,0,0,0,
1990/7/12,40,12,42.85714286,1,
1990/7/5,28,-3,-9.677419355,0,
1990/6/28,31,-3,-8.823529412,0,
1990/6/21,34,-9,-20.93023256,0,
1990/6/14,43,8,22.85714286,1,
1990/6/7,35,-2,-5.405405405,0,
1990/5/31,37,-2,-5.128205128,0,
1990/5/24,39,2,5.405405405,1,
1990/5/17,37,9,32.14285714,1,
1990/5/10,28,8,40,1,
1990/5/3,20,-8,-28.57142857,0,
1990/4/26,28,-6,-17.64705882,0,
1990/4/19,34,7,25.92592593,1,
1990/4/12,27,-11,-28.94736842,0,
1990/4/5,38,4,11.76470588,1,
1990/3/29,34,-3,-8.108108108,0,
1990/3/22,37,12,48,1,
1990/3/15,25,3,13.63636364,1,
1990/3/8,22,1,4.761904762,1,
1990/3/1,21,-3,-12.5,0,
1990/2/22,24,1,4.347826087,1,
1990/2/15,23,4,21.05263158,1,
1990/2/8,19,4,26.66666667,1,
1990/2/1,15,-9,-37.5,0,
1990/1/25,24,-7,-22.58064516,0,
1990/1/18,31,-14,-31.11111111,0,
1990/1/11,45,5,12.5,1,
1990/1/4,40,5,14.28571429,1,
1989/12/28,35,-1,-2.777777778,0,
1989/12/21,36,-6,-14.28571429,0,
1989/12/14,42,11,35.48387097,1,
1989/12/7,31,3,10.71428571,1,
1989/11/30,28,1,3.703703704,1,
1989/11/23,27,3,12.5,1,
1989/11/16,24,-3,-11.11111111,0,
1989/11/9,27,-10,-27.02702703,0,
1989/11/2,37,1,2.777777778,1,
1989/10/26,36,-3,-7.692307692,0,
1989/10/19,39,11,39.28571429,1,
1989/10/12,28,4,16.66666667,1,
1989/10/5,24,-9,-27.27272727,0,
1989/9/28,33,9,37.5,1,
1989/9/21,24,-7,-22.58064516,0,
1989/9/14,31,1,3.333333333,1,
1989/9/7,30,-4,-11.76470588,0,
1989/8/31,34,-11,-24.44444444,0,
1989/8/24,45,10,28.57142857,1,
1989/8/17,35,-18,-33.96226415,0,
1989/8/10,53,18,51.42857143,1,
1989/8/3,35,-6,-14.63414634,0,
1989/7/27,41,9,28.125,1,
1989/7/20,32,10,45.45454545,1,
1989/7/13,22,-15,-40.54054054,0,
1989/7/6,37,-3,-7.5,0,
1989/6/29,40,7,21.21212121,1,
1989/6/22,33,1,3.125,1,
1989/6/15,32,-11,-25.58139535,0,
1989/6/8,43,1,2.380952381,1,
1989/6/1,42,-6,-12.5,0,
1989/5/25,48,5,11.62790698,1,
1989/5/18,43,5,13.15789474,1,
1989/5/11,38,8,26.66666667,1,
1989/5/4,30,-1,-3.225806452,0,
1989/4/27,31,10,47.61904762,1,
1989/4/20,21,-4,-16,0,
1989/4/13,25,2,8.695652174,1,
1989/4/6,23,5,27.77777778,1,
1989/3/30,18,-11,-37.93103448,0,
1989/3/23,29,1,3.571428571,1,
1989/3/16,28,15,115.3846154,1,
1989/3/9,13,-16,-55.17241379,0,
1989/3/2,29,0,0,0,
1989/2/23,29,-13,-30.95238095,0,
1989/2/16,42,-1,-2.325581395,0,
1989/2/9,43,10,30.3030303,1,
1989/2/2,33,1,3.125,1,
1989/1/26,32,-4,-11.11111111,0,
1989/1/19,36,0,0,0,
1989/1/12,36,10,38.46153846,1,
1989/1/5,26,2,8.333333333,1,
1988/12/29,24,2,9.090909091,1,
1988/12/22,22,-2,-8.333333333,0,
1988/12/15,24,7,41.17647059,1,
1988/12/8,17,-2,-10.52631579,0,
1988/12/1,19,2,11.76470588,1,
1988/11/24,17,-13,-43.33333333,0,
1988/11/17,30,7,30.43478261,1,
1988/11/10,23,-12,-34.28571429,0,
1988/11/3,35,-5,-12.5,0,
1988/10/27,40,14,53.84615385,1,
1988/10/20,26,4,18.18181818,1,
1988/10/13,22,9,69.23076923,1,
1988/10/6,13,-13,-50,0,
1988/9/29,26,6,30,1,
1988/9/22,20,-4,-16.66666667,0,
1988/9/15,24,7,41.17647059,1,
1988/9/8,17,-1,-5.555555556,0,
1988/9/1,18,-10,-35.71428571,0,
1988/8/25,28,9,47.36842105,1,
1988/8/18,19,-7,-26.92307692,0,
1988/8/11,26,5,23.80952381,1,
1988/8/4,21,-2,-8.695652174,0,
1988/7/28,23,7,43.75,1,
1988/7/21,16,-10,-38.46153846,0,
1988/7/14,26,-9,-25.71428571,0,
1988/7/7,35,-10,-22.22222222,0,
1988/6/30,45,12,36.36363636,1,
1988/6/23,33,4,13.79310345,1,
1988/6/16,29,1,3.571428571,1,
1988/6/9,28,2,7.692307692,1,
1988/6/2,26,-2,-7.142857143,0,
1988/5/26,28,5,21.73913043,1,
1988/5/19,23,4,21.05263158,1,
1988/5/12,19,-19,-50,0,
1988/5/5,38,16,72.72727273,1,
1988/4/28,22,-1,-4.347826087,0,
1988/4/21,23,0,0,0,
1988/4/14,23,-10,-30.3030303,0,
1988/4/7,33,-2,-5.714285714,0,
1988/3/31,35,-10,-22.22222222,0,
1988/3/24,45,4,9.756097561,1,
1988/3/17,41,-2,-4.651162791,0,
1988/3/10,43,5,13.15789474,1,
1988/3/3,38,8,26.66666667,1,
1988/2/25,30,3,11.11111111,1,
1988/2/18,27,-5,-15.625,0,
1988/2/11,32,0,0,0,
1988/2/4,32,6,23.07692308,1,
1988/1/28,26,5,23.80952381,1,
1988/1/21,21,-13,-38.23529412,0,
1988/1/14,34,0,0,0,
1988/1/7,34,9,36,1,
1987/12/31,25,-3,-10.71428571,0,
1987/12/24,28,-5,-15.15151515,0,
1987/12/17,33,10,43.47826087,1,
1987/12/10,23,-2,-8,0,
1987/12/3,25,-2,-7.407407407,0,
1987/11/26,27,-12,-30.76923077,0,
1987/11/19,39,8,25.80645161,1,
1987/11/12,31,-16,-34.04255319,0,
1987/11/5,47,3,6.818181818,1,
1987/10/29,44,5,12.82051282,1,
1987/10/22,39,2,5.405405405,1,
1987/10/15,37,-9,-19.56521739,0,
1987/10/8,46,2,4.545454545,1,
1987/10/1,44,-9,-16.98113208,0,
1987/9/24,53,-7,-11.66666667,0,
1987/9/17,60,10,20,1,
1987/9/10,50,8,19.04761905,1,
1987/9/3,42,-10,-19.23076923,0,
1987/8/27,52,-14,-21.21212121,0,
1987/8/20,66,21,46.66666667,1,
1987/8/13,45,-11,-19.64285714,0,
1987/8/6,56,30,115.3846154,1,
1987/7/30,26,-10,-27.77777778,0,
1987/7/23,36,,,1,
